a=	+0.999050	b=	+1.000000	n=	+20	r=	+3.500000
x	g(x)	g'(x)	g''(x)
+0.999372	+0.998117	+2.997916	-1.703093
+0.999373	+0.998120	+2.997915	-1.782652
+0.999374	+0.998123	+2.997913	-1.862211
+0.999375	+0.998126	+2.997911	-1.941770
+0.999376	+0.998129	+2.997909	-2.021329
+0.999377	+0.998132	+2.997907	-2.100889
+0.999378	+0.998135	+2.997905	-2.180448
+0.999379	+0.998138	+2.997903	-2.260007
+0.999380	+0.998141	+2.997900	-2.339566
+0.999381	+0.998144	+2.997898	-2.419125
+0.999382	+0.998147	+2.997895	-2.498684
+0.999383	+0.998150	+2.997893	-2.578243
+0.999384	+0.998153	+2.997890	-2.657803
+0.999385	+0.998156	+2.997888	-2.737362
+0.999386	+0.998159	+2.997885	-2.816921
+0.999387	+0.998162	+2.997882	-2.896480
+0.999388	+0.998165	+2.997879	-2.976039
+0.999389	+0.998168	+2.997876	-3.055598
+0.999390	+0.998171	+2.997873	-3.135157
+0.999391	+0.998174	+2.997870	-3.214717
+0.999392	+0.998177	+2.997867	-3.294276
+0.999393	+0.998180	+2.997863	-3.373835
+0.999394	+0.998183	+2.997860	-3.453394
+0.999395	+0.998186	+2.997856	-3.532953
+0.999396	+0.998189	+2.997853	-3.612512
+0.999397	+0.998192	+2.997849	-3.692071
+0.999398	+0.998195	+2.997845	-3.771631
+0.999399	+0.998198	+2.997842	-3.851190
+0.999400	+0.998201	+2.997838	-3.930749
+0.999401	+0.998204	+2.997834	-4.010308
+0.999402	+0.998207	+2.997830	-4.089867
+0.999403	+0.998210	+2.997825	-4.169426
+0.999404	+0.998213	+2.997821	-4.248986
+0.999405	+0.998216	+2.997817	-4.328545
+0.999406	+0.998219	+2.997813	-4.408104
+0.999407	+0.998222	+2.997808	-4.487663
+0.999408	+0.998225	+2.997804	-4.567222
+0.999409	+0.998228	+2.997799	-4.646781
+0.999410	+0.998231	+2.997794	-4.726340
+0.999411	+0.998234	+2.997790	-4.805900
+0.999412	+0.998237	+2.997785	-4.885459
+0.999413	+0.998240	+2.997780	-4.965018
+0.999414	+0.998243	+2.997775	-5.044577
+0.999415	+0.998246	+2.997770	-5.124136
+0.999416	+0.998249	+2.997765	-5.203695
+0.999417	+0.998252	+2.997759	-5.283254
+0.999418	+0.998255	+2.997754	-5.362814
+0.999419	+0.998258	+2.997749	-5.442373
+0.999420	+0.998261	+2.997743	-5.521932
+0.999421	+0.998264	+2.997738	-5.601491
+0.999422	+0.998267	+2.997732	-5.681050
+0.999423	+0.998270	+2.997726	-5.760609
+0.999424	+0.998273	+2.997720	-5.840168
+0.999425	+0.998276	+2.997714	-5.919728
+0.999426	+0.998279	+2.997709	-5.999287
+0.999427	+0.998282	+2.997702	-6.078846
+0.999428	+0.998285	+2.997696	-6.158405
+0.999429	+0.998288	+2.997690	-6.237964
+0.999430	+0.998291	+2.997684	-6.317523
+0.999431	+0.998294	+2.997678	-6.397083
+0.999432	+0.998297	+2.997671	-6.476642
+0.999433	+0.998300	+2.997665	-6.556201
+0.999434	+0.998303	+2.997658	-6.635760
+0.999435	+0.998306	+2.997651	-6.715319
+0.999436	+0.998309	+2.997645	-6.794878
+0.999437	+0.998312	+2.997638	-6.874437
+0.999438	+0.998315	+2.997631	-6.953997
+0.999439	+0.998318	+2.997624	-7.033556
+0.999440	+0.998321	+2.997617	-7.113115
+0.999441	+0.998324	+2.997610	-7.192674
+0.999442	+0.998327	+2.997602	-7.272233
+0.999443	+0.998330	+2.997595	-7.351792
